"cargo_type,cargo_weight_tons,shipping_month,origin_port,destination_port,origin_efficiency_score,destination_efficiency_score,avg_dwell_time_origin,customs_clearance_score,congestion_index,weather_risk_score,handling_complexity_score,delay,cargo_type_encoded,origin_port_encoded,destination_port_encoded"
"Fragile,5.11,7,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.8,0,1,2,3"
"Fragile,2.82,10,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.8,1,1,3,2"
"Perishable,14.8,9,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.9,0,3,5,0"
"Standard,1.87,7,JNPT,Cochin,0.85,0.75,1.2,0.9,0.3,0.4,0.3,0,4,2,1"
"Fragile,10.96,4,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.8,0,1,5,0"
"Machinery,11.93,5,JNPT,Cochin,0.85,0.75,1.2,0.9,0.3,0.4,0.5,0,2,2,1"
"Electronics,16.73,1,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.7,0,0,5,2"
"Electronics,8.14,9,Chennai,Cochin,0.7,0.75,2.1,0.7,0.5,0.6,0.7,0,0,0,1"
"Fragile,3.26,4,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.8,0,1,5,3"
"Fragile,7.96,9,JNPT,Chennai,0.85,0.7,1.2,0.9,0.3,0.4,0.8,0,1,2,0"
"Machinery,19.73,1,Mumbai,Mundra,0.65,0.9,2.5,0.6,0.6,0.5,0.5,1,2,4,5"
"Electronics,1.04,10,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.7,0,0,5,4"
"Fragile,19.82,7,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.8,1,1,3,4"
"Standard,8.73,3,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.3,1,4,4,2"
"Perishable,5.18,6,JNPT,Chennai,0.85,0.7,1.2,0.9,0.3,0.4,0.9,0,3,2,0"
"Perishable,18.84,5,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.9,0,3,5,2"
"Standard,11.73,2,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.3,0,4,5,0"
"Machinery,1.8,7,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.5,1,2,4,3"
"Machinery,11.91,8,Chennai,Cochin,0.7,0.75,2.1,0.7,0.5,0.6,0.5,0,2,0,1"
"Fragile,7.24,5,Mumbai,Mundra,0.65,0.9,2.5,0.6,0.6,0.5,0.8,1,1,4,5"
"Machinery,4.8,12,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.5,1,2,3,1"
"Standard,7.52,1,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.3,0,4,2,4"
"Machinery,13.78,4,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.5,0,2,2,3"
"Standard,5.23,8,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.3,0,4,2,4"
"Machinery,6.9,5,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.5,1,2,3,2"
"Perishable,10.98,5,Mumbai,Mundra,0.65,0.9,2.5,0.6,0.6,0.5,0.9,1,3,4,5"
"Machinery,17.84,2,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.5,0,2,5,2"
"Electronics,10.42,12,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.7,1,0,3,4"
"Electronics,13.07,12,Cochin,Mundra,0.75,0.9,1.8,0.75,0.4,0.6,0.7,0,0,1,5"
"Fragile,7.36,1,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.8,0,1,5,3"
"Perishable,9.81,3,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.9,0,3,2,4"
"Standard,11.7,1,JNPT,Cochin,0.85,0.75,1.2,0.9,0.3,0.4,0.3,0,4,2,1"
"Fragile,15.45,8,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.8,0,1,5,2"
"Fragile,12.84,6,Kolkata,Chennai,0.6,0.7,3.0,0.5,0.7,0.8,0.8,1,1,3,0"
"Machinery,9.16,7,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.5,1,2,3,2"
"Perishable,9.04,8,Mumbai,Mundra,0.65,0.9,2.5,0.6,0.6,0.5,0.9,1,3,4,5"
"Standard,11.39,4,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.3,0,4,5,2"
"Machinery,13.18,10,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.5,1,2,3,2"
"Standard,14.52,4,Cochin,Mundra,0.75,0.9,1.8,0.75,0.4,0.6,0.3,0,4,1,5"
"Electronics,6.74,9,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.7,1,0,4,3"
"Perishable,0.59,5,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.9,0,3,1,4"
"Perishable,11.51,1,Cochin,JNPT,0.75,0.85,1.8,0.75,0.4,0.6,0.9,0,3,1,2"
"Machinery,13.15,4,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.5,1,2,4,1"
"Fragile,6.19,5,Kolkata,Chennai,0.6,0.7,3.0,0.5,0.7,0.8,0.8,1,1,3,0"
"Electronics,11.93,12,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.7,1,0,3,2"
"Perishable,7.19,6,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.9,0,3,5,0"
"Fragile,2.99,9,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.8,0,1,2,4"
"Fragile,3.14,6,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.8,1,1,4,3"
"Standard,17.21,6,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.3,1,4,4,2"
"Fragile,17.09,8,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.8,0,1,1,3"
"Fragile,14.61,7,JNPT,Mundra,0.85,0.9,1.2,0.9,0.3,0.4,0.8,0,1,2,5"
"Electronics,14.92,6,Chennai,Kolkata,0.7,0.6,2.1,0.7,0.5,0.6,0.7,0,0,0,3"
"Machinery,15.44,5,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.5,0,2,5,1"
"Electronics,12.76,7,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.7,1,0,4,2"
"Perishable,11.97,6,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.9,0,3,5,3"
"Perishable,14.49,1,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.9,0,3,5,2"
"Standard,7.15,6,JNPT,Mundra,0.85,0.9,1.2,0.9,0.3,0.4,0.3,0,4,2,5"
"Electronics,15.67,2,Cochin,JNPT,0.75,0.85,1.8,0.75,0.4,0.6,0.7,0,0,1,2"
"Perishable,12.39,5,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.9,1,3,3,1"
"Perishable,4.81,8,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.9,1,3,3,5"
"Electronics,0.84,11,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.7,1,0,3,1"
"Standard,7.37,7,Cochin,JNPT,0.75,0.85,1.8,0.75,0.4,0.6,0.3,0,4,1,2"
"Electronics,14.52,7,Chennai,JNPT,0.7,0.85,2.1,0.7,0.5,0.6,0.7,0,0,0,2"
"Fragile,4.57,5,JNPT,Chennai,0.85,0.7,1.2,0.9,0.3,0.4,0.8,0,1,2,0"
"Perishable,14.3,4,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.9,0,3,5,4"
"Standard,18.31,4,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.3,1,4,4,2"
"Electronics,9.71,6,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.7,0,0,0,4"
"Perishable,16.01,11,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.9,0,3,5,2"
"Standard,10.8,6,JNPT,Mundra,0.85,0.9,1.2,0.9,0.3,0.4,0.3,0,4,2,5"
"Machinery,8.96,8,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.5,0,2,5,2"
"Electronics,19.69,2,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.7,0,0,2,4"
"Machinery,5.05,7,JNPT,Mundra,0.85,0.9,1.2,0.9,0.3,0.4,0.5,0,2,2,5"
"Electronics,5.03,4,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.7,0,0,5,1"
"Fragile,13.17,7,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.8,1,1,3,5"
"Electronics,14.68,1,Kolkata,Chennai,0.6,0.7,3.0,0.5,0.7,0.8,0.7,1,0,3,0"
"Fragile,14.41,10,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.8,1,1,4,2"
"Machinery,19.64,12,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.5,0,2,5,0"
"Machinery,4.29,4,Kolkata,Chennai,0.6,0.7,3.0,0.5,0.7,0.8,0.5,1,2,3,0"
"Machinery,18.08,4,Chennai,Mundra,0.7,0.9,2.1,0.7,0.5,0.6,0.5,0,2,0,5"
"Fragile,13.68,1,JNPT,Cochin,0.85,0.75,1.2,0.9,0.3,0.4,0.8,0,1,2,1"
"Fragile,8.9,4,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.8,0,1,5,2"
"Perishable,1.7,11,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.9,0,3,1,4"
"Perishable,2.48,12,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.9,0,3,5,3"
"Machinery,5.59,2,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.5,1,2,3,2"
"Standard,10.61,4,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.3,0,4,5,4"
"Machinery,17.13,8,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.5,1,2,3,4"
"Electronics,14.56,10,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.7,0,0,5,0"
"Machinery,18.7,3,JNPT,Mundra,0.85,0.9,1.2,0.9,0.3,0.4,0.5,0,2,2,5"
"Perishable,2.54,11,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.9,0,3,5,0"
"Standard,18.84,1,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.3,0,4,1,4"
"Standard,5.51,9,Mumbai,Chennai,0.65,0.7,2.5,0.6,0.6,0.5,0.3,1,4,4,0"
"Standard,4.42,8,Cochin,Mundra,0.75,0.9,1.8,0.75,0.4,0.6,0.3,0,4,1,5"
"Standard,19.44,7,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.3,0,4,5,0"
"Machinery,5.94,6,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.5,1,2,4,2"
"Fragile,13.74,6,JNPT,Mundra,0.85,0.9,1.2,0.9,0.3,0.4,0.8,0,1,2,5"
"Standard,2.78,4,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.3,0,4,5,3"
"Perishable,18.1,2,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.9,0,3,2,3"
"Standard,15.51,1,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.3,0,4,5,1"
"Standard,1.95,8,Cochin,Mundra,0.75,0.9,1.8,0.75,0.4,0.6,0.3,0,4,1,5"
"Electronics,16.81,3,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.7,0,0,1,4"
"Perishable,3.59,12,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.9,0,3,5,4"
"Machinery,7.8,11,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.5,1,2,4,1"
"Machinery,13.39,12,Cochin,Chennai,0.75,0.7,1.8,0.75,0.4,0.6,0.5,0,2,1,0"
"Machinery,10.8,10,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.5,1,2,3,2"
"Electronics,3.91,7,Chennai,Cochin,0.7,0.75,2.1,0.7,0.5,0.6,0.7,0,0,0,1"
"Electronics,17.04,10,Mumbai,Mundra,0.65,0.9,2.5,0.6,0.6,0.5,0.7,1,0,4,5"
"Electronics,2.59,8,Cochin,JNPT,0.75,0.85,1.8,0.75,0.4,0.6,0.7,0,0,1,2"
"Machinery,8.63,7,Chennai,Kolkata,0.7,0.6,2.1,0.7,0.5,0.6,0.5,0,2,0,3"
"Perishable,13.39,12,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.9,0,3,5,4"
"Standard,14.62,2,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.3,0,4,1,3"
"Electronics,11.84,4,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.7,1,0,3,5"
"Electronics,13.65,5,Mumbai,Mundra,0.65,0.9,2.5,0.6,0.6,0.5,0.7,1,0,4,5"
"Fragile,8.65,11,JNPT,Mundra,0.85,0.9,1.2,0.9,0.3,0.4,0.8,0,1,2,5"
"Electronics,2.48,10,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.7,0,0,1,3"
"Machinery,4.63,4,JNPT,Mundra,0.85,0.9,1.2,0.9,0.3,0.4,0.5,0,2,2,5"
"Electronics,12.04,12,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.7,0,0,5,1"
"Standard,10.47,2,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.3,1,4,3,5"
"Machinery,17.39,2,Chennai,Mundra,0.7,0.9,2.1,0.7,0.5,0.6,0.5,0,2,0,5"
"Perishable,3.36,12,Cochin,JNPT,0.75,0.85,1.8,0.75,0.4,0.6,0.9,0,3,1,2"
"Machinery,10.82,8,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.5,0,2,5,1"
"Fragile,18.05,3,Cochin,Mundra,0.75,0.9,1.8,0.75,0.4,0.6,0.8,0,1,1,5"
"Electronics,13.15,12,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.7,0,0,0,4"
"Fragile,12.13,4,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.8,0,1,5,4"
"Electronics,8.79,2,Chennai,Cochin,0.7,0.75,2.1,0.7,0.5,0.6,0.7,0,0,0,1"
"Electronics,10.84,6,Cochin,Chennai,0.75,0.7,1.8,0.75,0.4,0.6,0.7,0,0,1,0"
"Machinery,4.42,1,Mumbai,Mundra,0.65,0.9,2.5,0.6,0.6,0.5,0.5,1,2,4,5"
"Machinery,12.3,2,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.5,0,2,2,3"
"Standard,18.65,10,Cochin,JNPT,0.75,0.85,1.8,0.75,0.4,0.6,0.3,0,4,1,2"
"Standard,11.29,4,Cochin,Chennai,0.75,0.7,1.8,0.75,0.4,0.6,0.3,0,4,1,0"
"Machinery,10.24,7,Kolkata,Chennai,0.6,0.7,3.0,0.5,0.7,0.8,0.5,1,2,3,0"
"Fragile,1.95,1,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.8,1,1,4,2"
"Fragile,5.81,5,Chennai,JNPT,0.7,0.85,2.1,0.7,0.5,0.6,0.8,1,1,0,2"
"Machinery,8.43,7,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.5,1,2,4,2"
"Machinery,2.14,6,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.5,1,2,3,1"
"Machinery,1.0,10,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.5,1,2,3,5"
"Standard,17.17,7,Mumbai,Chennai,0.65,0.7,2.5,0.6,0.6,0.5,0.3,1,4,4,0"
"Standard,18.52,1,Mumbai,Chennai,0.65,0.7,2.5,0.6,0.6,0.5,0.3,1,4,4,0"
"Fragile,15.99,11,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.8,1,1,3,5"
"Fragile,7.6,11,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.8,1,1,0,4"
"Electronics,2.66,6,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.7,0,0,0,4"
"Perishable,2.74,3,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.9,0,3,1,3"
"Perishable,0.86,1,Chennai,Cochin,0.7,0.75,2.1,0.7,0.5,0.6,0.9,1,3,0,1"
"Fragile,5.15,10,JNPT,Chennai,0.85,0.7,1.2,0.9,0.3,0.4,0.8,0,1,2,0"
"Machinery,11.06,5,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.5,0,2,1,3"
"Fragile,1.43,5,Cochin,Chennai,0.75,0.7,1.8,0.75,0.4,0.6,0.8,0,1,1,0"
"Standard,16.7,1,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.3,0,4,5,2"
"Standard,5.46,7,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.3,1,4,3,1"
"Machinery,2.14,9,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.5,0,2,0,4"
"Fragile,4.54,6,Cochin,Mundra,0.75,0.9,1.8,0.75,0.4,0.6,0.8,0,1,1,5"
"Electronics,19.8,6,Kolkata,Chennai,0.6,0.7,3.0,0.5,0.7,0.8,0.7,1,0,3,0"
"Standard,17.12,9,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.3,0,4,1,4"
"Machinery,12.92,7,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.5,0,2,5,2"
"Standard,14.45,12,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.3,1,4,3,1"
"Perishable,12.2,12,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.9,0,3,2,4"
"Machinery,5.38,2,Chennai,Cochin,0.7,0.75,2.1,0.7,0.5,0.6,0.5,0,2,0,1"
"Standard,13.41,8,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.3,0,4,5,3"
"Machinery,8.47,8,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.5,0,2,1,4"
"Fragile,4.64,8,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.8,0,1,5,1"
"Electronics,0.89,8,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.7,0,0,0,4"
"Electronics,1.71,12,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.7,0,0,1,4"
"Electronics,14.18,7,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.7,0,0,2,4"
"Standard,3.84,2,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.3,1,4,3,4"
"Machinery,17.36,1,Chennai,Kolkata,0.7,0.6,2.1,0.7,0.5,0.6,0.5,0,2,0,3"
"Perishable,18.51,6,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.9,1,3,3,4"
"Fragile,14.18,5,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.8,1,1,3,5"
"Fragile,9.82,6,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.8,0,1,1,4"
"Standard,7.16,9,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.3,0,4,1,3"
"Standard,0.95,1,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.3,1,4,3,2"
"Electronics,13.8,5,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.7,0,0,2,4"
"Perishable,15.54,12,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.9,1,3,3,4"
"Perishable,8.01,12,Cochin,Chennai,0.75,0.7,1.8,0.75,0.4,0.6,0.9,0,3,1,0"
"Electronics,13.65,1,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.7,0,0,5,2"
"Machinery,16.59,6,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.5,1,2,4,3"
"Standard,5.71,8,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.3,1,4,3,5"
"Electronics,7.46,2,Cochin,JNPT,0.75,0.85,1.8,0.75,0.4,0.6,0.7,0,0,1,2"
"Standard,13.81,8,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.3,1,4,3,4"
"Fragile,19.73,3,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.8,0,1,5,3"
"Perishable,18.17,3,Cochin,JNPT,0.75,0.85,1.8,0.75,0.4,0.6,0.9,0,3,1,2"
"Electronics,5.47,11,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.7,0,0,1,4"
"Standard,4.16,6,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.3,0,4,2,3"
"Electronics,16.83,10,Kolkata,Chennai,0.6,0.7,3.0,0.5,0.7,0.8,0.7,1,0,3,0"
"Machinery,14.84,11,Chennai,JNPT,0.7,0.85,2.1,0.7,0.5,0.6,0.5,0,2,0,2"
"Fragile,18.11,5,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.8,1,1,4,2"
"Fragile,8.78,11,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.8,1,1,4,1"
"Electronics,4.71,3,Chennai,Cochin,0.7,0.75,2.1,0.7,0.5,0.6,0.7,0,0,0,1"
"Standard,16.06,12,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.3,0,4,5,4"
"Fragile,1.86,5,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.8,0,1,5,3"
"Electronics,13.98,8,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.7,1,0,3,5"
"Perishable,6.62,10,Cochin,Chennai,0.75,0.7,1.8,0.75,0.4,0.6,0.9,0,3,1,0"
"Standard,15.94,4,Chennai,Kolkata,0.7,0.6,2.1,0.7,0.5,0.6,0.3,0,4,0,3"
"Perishable,15.95,3,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.9,1,3,3,1"
"Electronics,1.13,10,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.7,1,0,3,1"
"Standard,4.11,1,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.3,0,4,5,0"
"Perishable,3.7,11,Cochin,Mundra,0.75,0.9,1.8,0.75,0.4,0.6,0.9,0,3,1,5"
"Perishable,7.0,11,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.9,0,3,5,4"
"Perishable,6.3,8,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.9,0,3,2,3"
"Perishable,16.06,2,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.9,0,3,1,4"
"Fragile,12.21,2,JNPT,Chennai,0.85,0.7,1.2,0.9,0.3,0.4,0.8,0,1,2,0"
"Electronics,18.53,12,JNPT,Cochin,0.85,0.75,1.2,0.9,0.3,0.4,0.7,0,0,2,1"
"Fragile,8.58,3,Mumbai,Mundra,0.65,0.9,2.5,0.6,0.6,0.5,0.8,1,1,4,5"
"Perishable,15.25,8,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.9,1,3,4,3"
"Standard,17.42,9,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.3,0,4,5,4"
"Machinery,12.34,10,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.5,1,2,4,2"
"Standard,17.32,1,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.3,1,4,3,4"
"Perishable,3.77,11,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.9,1,3,0,4"
"Electronics,13.46,9,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.7,0,0,1,4"
"Standard,1.12,8,JNPT,Mundra,0.85,0.9,1.2,0.9,0.3,0.4,0.3,0,4,2,5"
"Machinery,15.39,5,Cochin,Chennai,0.75,0.7,1.8,0.75,0.4,0.6,0.5,0,2,1,0"
"Machinery,11.08,7,Mumbai,Chennai,0.65,0.7,2.5,0.6,0.6,0.5,0.5,1,2,4,0"
"Standard,6.35,12,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.3,1,4,3,5"
"Standard,19.93,7,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.3,0,4,0,4"
"Machinery,3.7,7,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.5,1,2,4,2"
"Fragile,10.85,10,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.8,0,1,5,1"
"Fragile,19.67,6,JNPT,Cochin,0.85,0.75,1.2,0.9,0.3,0.4,0.8,0,1,2,1"
"Perishable,13.86,6,Cochin,Mundra,0.75,0.9,1.8,0.75,0.4,0.6,0.9,0,3,1,5"
"Fragile,18.07,2,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.8,0,1,5,0"
"Fragile,12.37,9,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.8,1,1,4,1"
"Perishable,15.81,5,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.9,1,3,3,4"
"Electronics,2.1,7,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.7,1,0,4,3"
"Electronics,3.08,9,Kolkata,Chennai,0.6,0.7,3.0,0.5,0.7,0.8,0.7,1,0,3,0"
"Machinery,1.55,4,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.5,0,2,5,2"
"Electronics,3.53,7,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.7,1,0,4,3"
"Perishable,15.9,7,Chennai,JNPT,0.7,0.85,2.1,0.7,0.5,0.6,0.9,1,3,0,2"
"Standard,5.8,2,Mumbai,Mundra,0.65,0.9,2.5,0.6,0.6,0.5,0.3,1,4,4,5"
"Fragile,10.53,4,Cochin,JNPT,0.75,0.85,1.8,0.75,0.4,0.6,0.8,0,1,1,2"
"Perishable,17.79,6,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.9,1,3,3,5"
"Electronics,13.73,9,Kolkata,Chennai,0.6,0.7,3.0,0.5,0.7,0.8,0.7,1,0,3,0"
"Fragile,6.72,7,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.8,0,1,5,3"
"Electronics,0.55,12,Chennai,Mundra,0.7,0.9,2.1,0.7,0.5,0.6,0.7,0,0,0,5"
"Fragile,1.31,7,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.8,0,1,2,4"
"Standard,4.53,2,Mumbai,Chennai,0.65,0.7,2.5,0.6,0.6,0.5,0.3,1,4,4,0"
"Fragile,12.98,6,Cochin,JNPT,0.75,0.85,1.8,0.75,0.4,0.6,0.8,0,1,1,2"
"Machinery,9.12,8,Cochin,JNPT,0.75,0.85,1.8,0.75,0.4,0.6,0.5,0,2,1,2"
